FSCM,CustPN,CustRev,CoastPN,CoastRev,Name,Eng,Date
11982,1E286-001,NC,30214-1,,,,
11982,1E287-001,NC/A2,30215-1,,,,
11982,1E288-001,NC/A2,30220-1,,,,
11982,1E289-001,N/C/A2,30224-1,,INDUCTOR,,
11982,1E290-001,NC,30243-1,,,,
11982,1E295-001,NC/A1,30221-1,,,,
11982,1E296-001,NC/A1,30218-1,,,,
11982,1E297-001,NC,30222-1,,INDUCTOR,,
11982,1E298-001,NC/A1,30219-1,,,,
11982,1E341-001,NC/A1,30372-1,,,,
11982,1E365-001,NC/A1,30373-1,,,,
11982,1E366-001,NC,30374-1,,,,
72964,10697,,41291,,,,
22915,1M096,,30026,,,,
22915,1M146-1,,8953,,,,
22915,1M150-1,,8917,,,,
22915,1M165-1,NC/A01-A05,30030,,INDUCTOR,,
22915,1M186,,30290,,,,
22915,1M187,,30291,,,,
22915,1M195,A03,30031,,TRANSFORMER,,
22915,1M196-1,NC A01-A05,30032,,TRANSFORMER,,
22915,1M197,,30033,,,,
22915,1M198-1,C/D05,30034-1,,"INDUCTOR,POWER",,
22915,1M214-1,A/B03,30035,,"TRANSFORMER, POWER",,
22915,1M215,,30036,,,,
22915,1M216,,30037,,,,
22915,1M217,,30038,,,,
22915,1M218-2,B02,30039-2,B02,TRANSFORMER,JA,9/29/1986
22915,1M219,,30040,,,,
22915,1M225-1,B02,30041-1,B02,TRANSFORMER,JA,5/17/1983
22915,1M225-2,B02,30041-2,B02,TRANSFORMER,JA,5/17/1983
22915,1M226,,30045,,,,
22915,1M229-1,NC/A05,30042,,INDUCTOR,,
22915,1M235-1,A/B05,30201,A,TRANSFORMER,CHA,12/3/1984
22915,1M236-1,A04,30202,,TRANSFORMER,,
22915,1M237-1,A/B05,30203,B04,TRANSFORMER,JA,12/4/1984
22915,1M238-1,B C03,30204,,TRANSFORMER,,
11982,1N036-XXX,,7546,,,,
11982,1N049,,7715,,,,
11982,1N050,,7716,,,,
11982,1N051,,7706,,,,
11982,1N052,,7708,,,,
11982,1N061,,7707,,,,
11982,1N063,,7341,,,,
11982,1N064,,7342,,,,
11982,1N071,,7344,,,,
11982,1N074,,7340,,,,
11982,1N078,,7343,,,,
11982,1N083-004,D/E2,7378-4,,,,
11982,1N111-002,F/G2,7393-2,,,,
11982,1N112-004,,7380-4,,,,
11982,1N113-004,,7381-4,,,,
11982,1N114-002,,7382-2,,,,
11982,1N115-004,,7383-4,,,,
11982,1N116,,7384,,,,
11982,1N117,,7428,,,,
11982,1N118,,7429,,,,
11982,1N119,,7430,,,,
11982,1N120,,7431,,,,
11982,1N121-002,,7432-2,,,,
11982,1N122-005,C,7433-5,,,,
11982,1N123,,7434,,,,
11982,1N124-005,D/E1,7386-5,,TRANSFORMER,,
11982,1N125-005,C/D2,7387-5,,,,
11982,1N126-013,B/C1,7388-13,,,,
11982,1N126-014,C,7388-14,,,,
11982,1N127-013,D,7640-13,,,,
11982,1N127-014,D,7640-14,,,,
11982,1N128,,7435,,,,
11982,1N129-004,C,7389-4,,,,
11982,1N130-004,C,7390-4,,,,
11982,1N131-015,D/E3,7391-15,,,,
11982,1N131-016,D/E3,7391-16,,,,
11982,1N132-013,D/E2,7392-13,,,,
11982,1N132-014,D/E2,7392-14,,,,
11982,1N133-701,C/D3,7379-701,,,,
11982,1N133-702,C/D3,7379-702,,,,
11982,1N133-704,C/D3,7379-704,,,,
11982,1N133-708,C/D3,7379-708,,,,
11982,1N133-716,C/D3,7379-716,,,,
11982,1N134,,7385,,,,
11982,1N136,,30144,,,,
11982,1N140,,7437,,,,
11982,1N141,,7644,,,,
11982,1N142,,7645,,,,
11982,1N143,,7646,,,,
11982,1N149,,7602,,,,
11982,1N150,,7603,,,,
11982,1N151,,7604,,,,
11982,1N152,,7605,,,,
11982,1N161-001,NC,7663,,TRANSFORMER,,
11982,1N162,NC,7664,,TRANSF. CURRENT,,
11982,1N163,NC,7665,,TRANSFORMER,,
11982,1N164,C,7666,,TRANSFORMER,,
11982,1N171,B2,7667,,TRANSFORMER,,
11982,1N172,,7687,,,,
11982,1N173,,7688,,,,
11982,1N174,B1,7689,,TRANSFORMER,,
11982,1N175,NC,7690,,TRANSFORMER,,
11982,1N177,D,7691-2,,TRANSFORMER,,
11982,1N178,,7888,,,,
11982,1N179,,7692,,,,
11982,1N186,,7703,,,,
11982,1N187,,7704,,,,
11982,1N189,,7741,,,,
11982,1N190,,7744,,,,
11982,1N191-002,E/F1,30375-2,,,,
11982,1N200,,7737,,,,
11982,1N201,,7738,,,,
11982,1N206,,7798,,,,
11982,1N212,,30010,,,,
11982,1N227-001,A,30236-1,,,,
11982,1N228-002,A,30237-2,,,,
11982,1N229-001,B/C1,30376-1,,,,
11982,1N232-001,NC/A2,30024-1,,,,
19200,9355993,NC,30307*,,TRANSFORMER,,
11982,1N258-001,NC,30227-1,,,,
11982,1N259-001,NC/A1,30213-1,,,,
11982,1N260-001,NC/A1,30211-1,,,,
11982,1N261-001,NC/A1,30212-1,,,,
11982,1N262-001,NC,30225-1,,,,
11982,1N262-002,,30225-2,,,,
11982,1N269-001,NC/A1,30210-1,,,,
11982,1N270-001,B/C1,30216-1,,,,
11982,1N271-001,NC/A1,30217-1,,,,
11982,1N272-001,A,30207-1,,,,
11982,1N273-001,B,30208-1,,,,
11982,1N274-002,NC/A1,30244-2,,,,
11982,1N274-001,NC/A1,30244-1,,,,
11982,1N275-001,NC/A4,30209-1,,,,
11982,1N276-001,NC/A3,30242-1,,,,
11982,1N277-001,NC/A3,30226-1,,,,
11982,1N315-001,NC/A1,30377-1,,,,
11982,1N316-001,NC,30378-1,,,,
11982,1N316-002,NC,30378-2,,,,
49956,292MT783G001,,41290,,,,
11982,1N317-001,A,30379-1,,,,
11982,1N317-002,A,30379-2,,,,
11982,1N320-001,A,30380-1,,,,
11982,1N320-002,A,30380-2,,,,
11982,1N321-001,NC/A1,30381-1,,,,
11982,1N321-002,NC/A1,30381-2,,,,
98571,2000204-1,,2089,,,,
98571,2000204-2,,2090,,,,
98571,2000230,,6251,,,,
98571,2000441,,6313,,,,
98571,2000482,,6222,,,,
98571,2000612,,6466,,,,
98571,2000617,,6381,,,,
98571,2000628,,2128,,,,
98571,2000721,,2120,,,,
98571,2000845,,6382,,,,
98571,2000951,,2131,,,,
98571,2001017,,6468,,,,
98571,2001427,,6451,,,,
87557,200201,,6773,,,,
87557,200220,,6774,,,,
95970,A1-12493,,41289,,,,
98571,2002819,,6877,,,,
98571,2002953,,2188,,,,
98571,2003343,C,2237,,,,
98571,2003413,,2192,,,,
98571,2003423,,6895,,,,
87557,200364,,6803,,,,
98571,2004351,,2208,,,,
98571,2004596,,6896,,,,
98571,2004644,,6835,,,,
98571,2004645,,6836,,,,
98571,2004683,,6889,,,,
98571,2004767,,7275,,,,
98571,2005283,,6966,,,,
98571,2005374,,6979,,,,
98571,2005593,,7339,,,,
98571,2006042,,7047,,,,
98571,2006384,,7350,,,,
98571,2006414,,7448,,,,
98571,2006421,,7449,,,,
98571,2006682,,2253,,,,
98571,2006759,,2259,,,,
98571,2006766,,7190,,,,
98571,2007103,,7182,,,,
98571,2007106,,7189,,,,
98571,2007113,,7371,,,,
98571,2007117,,7188,,,,
98571,2007377,,2286,,,,
98571,2007385,,7250,,,,
98571,2007468,,7249,,,,
98571,2007638,,7288,,,,
22406,2007639,,2291,,,,
98571,2007696,,7254,,,,
98571,2007754,,7287,,,,
98571,2007755,,7286,,,,
98571,2007811,,7301,,,,
98571,2007972,,7307,,,,
98571,2007973,,7306,,,,
98571,2007974,,7305,,,,
98571,2008093,,7330,,,,
98571,2008094,,7331,,,,
98571,2008095,,7332,,,,
98571,2008108,,7333,,,,
98571,2008336,,7357,,,,
98571,2008345,,7356,,,,
98571,2008354,,7360,,,,
98571,2008678,,2319,,,,
98571,2008720,,7488,,,,
98571,2008824,,7489,,,,
98571,2008826,,7490,,,,
98571,2008876,,7491,,,,
10001,63A76F1117,,41241,,"TRANSFORMER,ELECTRI",,
80045,201111,,7309,,,,
80045,201112,,7310,,,,
87557,201215,,6669,,,,
87557,202210,,6869,,,,
87557,202211,,6881,,,,
87557,202213,,7358,,,,
87557,202218,,6879,,,,
87557,202231,,6880,,,,
87557,202232,,6882,,,,
87557,202233,,7359,,,,
73293,202625,,7522,,,,
73293,202628,,7523,,,,
73293,202944,,7505,,,,
73293,202945,,7506,,,,
73293,202947,,7507,,,,
H0000,202957,,7508,,,,
H0000,202958,,7509,,,,
H0000,202959,,7510,,,,
H0000,202961,,7511,,,,
H0000,202962,,7512,,,,
H0000,202967,,7513,,,,
87557,202993,,7314,,,,
87557,203352,,6971,,,,
98571,20404,,2041,,,,
23094,20433,B,7795,,BUILT AT COAST,,
22558,2049,,,,,,
87557,205556,,7361,,,,
87557,6A0337,E,7362,,,,
87557,205568,,7363,,,,
87557,205573,,7364,,,,
87557,205574,,7365,,,,
87557,205575,,7366,,,,
87557,205794,,7367,,,,
87557,205826,,7373,,,,
87557,205842,,7374,,,,
87557,205843,,7375,,,,
87557,205845,,7376,,,,
87557,205986,,7443,,,,
98738,2064468,D,,,,,
24930,43264-20,U,32641,,3V INDUCTOR,,
28569,20800-312,,40876,,,,
11982,20851,,7326,,,,
6845,2088208-1,C,41053,,,,
97499,209-077-204,A,40578,,,,
96261,21-00018,,6255,,,,
87557,21-00204,,6612,,,,
87557,21-00286,,2223,,,,
87557,21-00307,,6534,,,,
87557,21-00410,,6771,,,,
87557,21-00420,,6533,,,,
99480,210-171-1,,40341,,,,
15634,21012,,41238,,,,
70210,2105136,D,9572,,,,
10001,2105501,,40830,,,,
12996,6140047,,41288,,,,
28380,210760-001,,41159,,,,
23094,21077,D,30441,,INDUCTOR,,
23094,21080,NC,30443,,INDUCTOR,,
81413,210861-000,,40874,,,,
10001,2115627,,11013F,,1.00 uH CHIP IND,,
A0036,2116425,D,41260,,TRANSFORMER,,
7248,2117,,2122,,,,
752,212242-001,A,3649,,TRANSFORMER,,
752,212243-001,D,3650,,TRANSFORMER,,
10001,2123971,,40950,,,,
10001,213307,,40840,,,,
19790,213955-1,D,40659,,"TRANSFORMER, POWER",,
23094,21420,B1,7768,,INDUCTOR,,
23094,21421,B,7769,,INDUCTOR,,
14632,21428-1,R,40748-1,,,,
80378,215-37541,,41215,,,,
98571,21561,,6119,,,,
88818,215831,,41214,,,,
98571,21593,,6096,,,,
98571,21610,,6097,,,,
10001,2163256,,40955,,,,
2731,369A4687,D,2173,,FILTER,,
10001,2173108,,40953,,,,
25512,219T56,,32630,,CURRENT TRANSFORMER,,
12574,2203,,2203,,,,
28527,2207639,,40881,,,,
,2214,,2214,,,,
12574,2217,,2217,,,,
,2218,,2218,,,,
,2219,,2219,,,,
H0000,2222,,2222,,,,
98571,22325,,6076,,,,
,2233,,2233,,,,
12574,E0174,,2239,,FILTER,,
H0000,2240,,2240,,,,
10001,2240401,,40679,,,,
,2247,,2247,,,,
,2248,,2248,,,,
H0000,2252,,2252,,,,
4971,2257,,2257,,,,
4971,2258,,2258,,,,
81413,226002-001,,41259-1,,,,
98571,22619,,6006,,,,
10001,2262405,,,,,,
10001,2264675,,40438,,,,
6845,22653,E,41083,,FILTER,,
98571,22654,,6037,,,,
,2267,,2267,,,,
,2269,,2269,,,,
H0000,2273,,2273,,,,
98571,2274,,2274,,,,
H0000,2275,,2275,,,,
,2279757,,7290,,,,
98571,2283,,2283,,,,
59495,2290,,2290,,,,
17863,22906,,2040,,,,
32964,2292,,2292,,,,
H0000,2293,,2293,,,,
12574,2294,,2294,,,,
73293,2296-1,NC,2296-1,,"FILTER, B.P.(12 KHZ)",JA,8/3/1978
73293,2296-2,NC,2296-2,,"FILTER, B.P.(10.5KH)",JA,8/3/1978
H0000,2296-4,NC,2296-4,,"FILTER,B.P (12.75 KZ",JA,8/3/1978
,2297,,2297,,,,
32964,2300,,2300,,,,
,2301,,2301,,,,
,2304,,2304,,,,
10001,2314604P2,,,,,,
,2318,,2318,,,,
H0000,2321,,2321,,,,
10001,2324817,,32610,,INDUCTOR,,
,2325,,2325,,,,
,2326,,2326,,,,
H0000,2327,,2327,,,,
,2328,,2328,,,,
70143,23346/01-11,,7538,,,,
70143,23346/02-11,,7537,,,,
70143,23346/03-11,,7539,,,,
70143,23346/04-11,,7541,,,,
70143,23346/05-11,,7543,,,,
70143,23346/06-11,,7542,,,,
70143,23346/07-11,,7540,,,,
,2338,,2338,,,,
,2343,,2343,,,,
H0000,2344,,2344,,,,
24930,23460,,50128,,,,
24930,23487,,40777,,,,
24930,23497,,50020,,,,
70143,23510/01-1,G,7596,,"TRANSF,PWR,STEPDN",,
70143,23510/02-1,G,7597,,"TRANSF,PWR,STEPDN",,
70143,23510/03,,7598,,,,
70143,23510/04,,7599,,,,
70143,23510/05-2,F,7600-2,,TRANSFORMER,,
70143,23510/06-1,,7595,,,,
70143,23510/16-2,,30058,,,,
70143,23510/18,,30090,,,,
70143,23510/19-1,J,30091,,"TRANSF,PWR,STEPDN",,
70143,23510/20,E,30092,,"TRANSF,DUAL,PWR",,
70143,23510/24,,30093,,,,
24930,23522,C,50129,,"TRANSFORMER, POWER",,
52202,2353-24,,40888,,,,
24930,23536,,50107,,,,
24930,23540,,40793,,,,
24930,23554,D,41104,,,,
,2357,,2357,,,,
,2359,,2359,,,,
,2361,,2361,,,,
80045,2362,,2362,,,,
4971,2367,,2367,,,,
7148,23718,,40586,,,,
98571,2387,,2387,,,,
724,08-00933-001,,41622-1,,"TRANSFORMER, RADIO",,
32964,2394,,2394,,,,
13499,240-0207-000,,40693,,,,
80064,2400,,2400,,,,
80063,SM-B-603954,,41287,,,,
,2401-270,NC,2401-270,,FILTER,,
13499,241-5031-021,W,40849-21,,"FILTER,RADIO FREQ",,
13499,241-5031-011,,40849-11,,"FILTER, RADIO FREQUE",,
87557,2417D0037-1,,32344,,"IND,NOISE SUPPRESSOR",,
87557,2417D0037-2,,32342,,"IND,NOISE SUPPRESSOR",,
87557,2417D0037-3,,32341,,"IND,NOISE SUPPRESSOR",,
87557,2417D0037-4,,32110,,PULSE TRANSFORMER,,
87557,2417D0037-5,,40281-05,,,,
97151,68C40020,C,41286,,TRANSFORMER,,
10001,2507633-3,,41285-3,,TOROID INDUCTOR,,
82577,984928-1B,,41284,,,,
94990,24-P02607M001,A,41283,,,,
80009,120-0645-00,,41281,,,,
87557,2417F0042,,40270,,,,
94117,242017,,32428,,/05-47B,,
94117,242030,,40750,,,,
82577,12/18/2424,,2249,,,,
82577,2424-19-22,,2250,,,,
H0000,2425,,2251,,,,
18150,24290,,7870,,,,
94117,243108,,32452,,/05-71B,,
94990,2434927A02,,41257-2,,,,
30003,247AS-C-2085,,40094,,,,
30003,247AS-C1060,,40469,,,,
30003,247AS-C1979-001,,41043,,,,
19200,11732349,B,,,,,
22558,1248,NC,1248,,1250 POSITION DSPLY,JLA,1/14/1987
94990,24A00244F003,,40975-3,,,,
98738,24N205840,,41042,,,,
94990,24P09835J001,NC,41110-1,,"COIL,FXD.RF",,
752,395225-1,,41280,,,,
98738,24P226784,,,,,,
80249,24P236586-1,,41242-1,,,,
98738,24P238617,,40684,,,,
94990,25-22953F,,40929,,,,
94990,25-22961F01,B,40557,,"TRANSFORMER, POWER",,
A0241,250-475,D,7912,,,,
7187,2504012,,40553,,,,
7187,2504309,,41148,,,,
7187,2504919,C,40605,,,,
10001,2507587,,40537,,,,
10001,2507599,,40404,,,,
10001,2515451,,32419,,/05-38B,,
10001,2515480,,32326,,INDUCTOR,,
82577,251798,,32567-5,,"COIL, RF",,
10001,2520571,,40829,,,,
10001,2534626,,32614,,TRANSFORMER,,
10001,2534804,,32307,,IND.NOISE SUPPRESSOR,,
10001,2534807,,32629,,TRANSFORMER ASSY,,
10001,2534808,,32628,,POWER TRANSFORMER,,
10001,2534872,,40210,,"TRANSFORMER,RECTIFR",,
10001,2534909,D,40158,,,,
10001,2534910,C,32616,,CUSTOM WIND,,
10001,2540719,,41107,,,,
82577,255390,F,7031,,TRANSFORMER,,
82577,255391,E,7032,E,TRANSFORMER,,10/1/1980
10001,2557886-3,,40306,,,,
10001,2557948,,40898,,,,
10001,2560951,,,,,,
H0000,256758,,6976,,,,
H0000,256759,,6977,,,,
59495,2578194,,40624,,,,
96214,25885,,41000,,RF COIL,,
80211,25D85796C,,2368,,,,
80211,25D87665C,,2371,,,,
80211,25D877018,,2376,,,,
80211,25D88197C,,2365,,,,
80211,25D88198C,,2366,,,,
98738,25N210416,,40709,,,,
98738,25N210419,,,,,,
98738,25N233220,,,,,,
98738,25P228242-01,F,40415,,,,
A0036,2602239-1,N/C,40563-1,,"TRANSFORMER, POWER",,
638,26070,,41172,,,,
18150,26128,,30101,,,,
80064,2630358,,30172,,,,
80064,2630592,,30173,,,,
10001,2638500,,40789,,,,
10001,2652665,A,40875,,REACTOR,,
78626,26600,,7571,,,,
10001,2664933,,40609,,,,
10001,2677190,C,40915,,,,
10001,2678619,,40361,,,,
10001,2679618,,40597,,,,
22558,2100-1,,2100-1,,"PACVD, V1",,
34830,2713-0004,,2182,,,,
18150,27462,,30402,,,,
78626,27762,,6989,,,,
78626,27779,,7181,,,,
78626,27786,,9609,,,,
13499,278-0711-000,,41060,,,,
13499,278-2119-010,,41015,,,,
6978,28-1215-11,,40645,,,,
6978,28-1215-15,,40712,,,,
33972,2809009,,40606,,,,
10001,2812293,,40790,,,,
10001,2815028,,41091,,,,
10001,2835373,A,,,,,
10001,2835380,B,32636,,CHOKE,,
10001,2835527,,32633,,"11-86F, 10uH, 200MA",,
10001,2835768,,40416,,,,
10001,2837261,,32308,,"TRANSFORMER, POWER",,
10001,2855867-3,,32592,,/05-62F,,
10001,2864841,,41201,,,,
10001,2868561,C,40762,,,,
10001,2887823,,40437,,,,
10001,2896259,,32474,,,,
10001,2919901,,40685,,,,
,292-4583-61,,7772,,,,
49956,292-MT-781,,40346,,,,
11982,292095-1,NC,7988,,INDUCTOR,,
11982,292155,,7527,,,,
49956,292MS507,,40425,,,,
49956,292MS595,5,40713,,"TRANSFORMER,POWER",,
49956,292MT781G001,F,40723,,,,
11982,293645-1,A,7528,,INDUCTOR,,
96214,586066-1,A,41279,,TRANSFORMER,,
11982,293646,,7989,,,,
49956,292-5742P1,A,41278,,,,
11982,293662,,7990,,,,
10001,2938686,,40567,,,,
10001,2938860-2,A,40584-2,,,,
10001,2939207,,40494,,,,
72964,11162,B,40168-3,,reactor,,
11871,2950-161,E,41248*,,OBSOLETE SEE 30282,,
97896,2957-52,,41217,,,,
10001,2995068,,32440,,/05-59B,,
10001,299628,L,40514-2,,,,
10001,299629-3,,41039,,,,
11871,2998-1013-2,F,40387-2,,TRANSFORMER,,
12678,3-402555,,2238,,,,
12678,3-402566,,2260,,,,
12678,3-402567,,2224,,,,
4845,30-225,,40648,,,,
58384,300-046-01,NC,30280,,TRANSFORMER,,
H0000,30021,A,30021,,INDUCTOR,,
H0000,30022,A,30022,,INDUCTOR,,
10001,3004505,,40600,,,,
H0000,30046,,30046,,,,
58421,30050,,30050,,,,
12574,E0348-2,DRC2,2282-2,,FILTER,,
21856,30060,,30060,,,,
,30063,,30063,,,,
,30064,,30064,,,,
58421,30072,,30072,,,,
99696,3008705-235-103,,41230,,,,
,30110,,30110,,,,
10001,3012326,,,,,,
,30129,,30129,,,,
10001,3013520,,41058,,,,
10001,3013532,,41094,,,,
,30139,,30139,,,,
78626,30161,E,7009,,TRANSFORMER,,
78626,30165,D,7165,,"TRANSFORMER,POWER",,
22915,30171,,30171,,,,
52634,30176,,30176,,,,
23115,301822G,N/C,40002,,,,
10001,3018740,,40869,,,,
10001,3018885,,40800,,,,
10001,3018915,,40857,,,,
A0010,13081,A,30191,,TRANSFORMER,,
A0010,30192,,30192,,,,
A0010,30193,,30193,,,,
A0010,30194,,30194,,,,
98453,301999-3,COAST COIL,,,,,
11982,1E004-002,P/R3,7578-2,,INDUCTOR,,
A0023,302-998-030,,30429,,,,
32964,30206,,30206,,,,
,3024,,2205,,,,
,3025,,2201,,,,
,30253,,30253,,,,
58421,30258,,30258,,,,
78626,48046,D,30272,,TRANSFORMER,,
11982,30276,,30276,,,,
78626,30279,E,9679,,BUILT AT COAST COIL,,
,30289,,30289,,,,
58421,30295,,30295,,,,
22558,30316,A,30316,,TRANSFORMER,,
,30317,,30317,,,,
11982,30319,,30319,,,,
,30329,,30329,,,,
94756,30333,D,30333,,PULSE TRANSFORMER,,
94756,30334,,30334,,,,
78626,30337,B,6482,B,TRANSFORMER,,
11982,30342,,30342,,,,
73197,30352,NC,30352,,TRANSFORMER,,
11982,30362,,30362,,,,
A0027,13043887,E,3037,,POWER TRANSFORMER,,
,2204,,2204,,,,
,3038,,2206,,,,
A0011,30389,,30389,,,,
73197,30412,,30412,,,,
73197,30418,,30418,,,,
99696,3041915-291,,40286,,,,
15895,3042-14,E,2211-14,E,B.P. FILTER,JA,5/1/1985
15895,3042-15,E,2211-15,E,B.P.FILTER,JA,5/1/1985
15895,3042-D,E,2211-D,E,B.P. FILTER,JA,5/1/1985
15895,3043,,2210,,,,
73197,30434,,30434,,,,
73197,30435,,30435,,,,
73197,30436,,30436,,,,
A0039,30439,,30439,,,,
78626,30440,E,6740,,TRANSFORMER,,
XQ12,30478,B,,,,,
15895,3049,,2221,,,,
78626,46018,E,6956,,TRANSFORMER,,
15895,3058,,2234,,,,
15895,3059,,2235,,,,
A0023,306-0223,,30427,,,,
A0023,306-0224,,30425,,,,
15895,3061,,2241,,,,
77068,3068476,,41138,,,,
15895,3074,E,2256,,FILTER,,
12831,307895-1,,9421,,,,
37695,308201,,40664,,,,
97896,310-0226,B11,40457,,TRANSFORMER,,
95266,310-12775-00,,41234,,,,
,3104Z0091,,30084,,,,
,3104Z0092,,30085,,,,
52427,31208800,,7987,,,,
87557,31303,,6790,,,,
87557,31304,,6791,,,,
10001,3146145,,40596,,,,
10001,3147955,,CT107,,Current Xfmr,,
10001,3149262,,,,,,
10001,3150604,,40313,,,,
,3152,,2285,,,,
77068,3152649(DUP2),,41016,,,,
90073,3157-351,,40943,,,,
96214,316946-2,,41087-2,,,,
96214,317255-1,,40305,,,,
90073,3173-511,,,,,,
90073,3173-513,,40077,,INDUCTOR,,
90073,3173-535,,40571,,,,
10001,3178130-1,,41002,,,,
A0023,318-0190,A,30428,,TRANSFORMER,,
A0023,318-0347,,30419,,,,
A0023,318-0357,,30426,,,,
82577,3184163,,6823,,,,
82577,3184168,,6822,,,,
77068,3184669,,40760,,,,
87557,31939,,6772,,,,
87557,31940,,6789,,,,
76301,32-76009,893,41253,,,,
76301,32-76067-3,L,41161-3,,TRANSFORMER,,
A0023,320-0109,,30421,,,,
97896,320-0127,A,32585,,(8059F),,
80249,320242-2,C,40491-2,,,,
87557,32048,,6788,,,,
A0027,13142263,,32646,,"TRANSFORMER, DRIVE",,
60525,9300-109,F,3238,,,,
96214,325310,,32327,,INDUCTOR,,
82577,3259731,,6928,,,,
82577,3259747,,6929,,,,
82577,3259748,,6927,,,,
82577,3259749,,6926,,,,
35181,32670-015616,,41029,,,,
90073,327-729,,41099,,,,
90073,327-809,,41135,,,,
19156,3275542,,7114,,,,
37695,328122,,41136,,,,
A0036,328566-1,C,40434,,TRANSFORMER AUDIO,,
37695,328717-1,K,40302,,,,
37695,328722-2,,41262-2,,,,
XQ142,3288,,3288,,,,
37695,328968,,40706,,,,
A0027,12700441,REF. 9898,32483,,"TRANSFORMER,FLYBACK",,
80064,329797:,,41067,,,,
52427,33131900,,7986,,,,
52427,33133800,,7984,,,,
52427,33133900,,7983,,,,
52427,33134100,,7982,,,,
90073,3320-832,,41100,,,,
90073,3321-764,,40345,,,,
36378,332263,,40543,,,,
82577,3323644,,7126,,,,
82577,3324510,,7088,,,,
H0000,8257729,,7087,,,,
82577,3324530,,7086,,,,
82577,3324660,,7152,,,,
82577,3326889,,2245,,,,
82577,3337963,,7135,,,,
82577,3337994,,7134,,,,
26581,340673,,40402,,,,
26581,340709,A,41144,,TRANSFORMER,,
22100,3440,,3440,,,,
,3468,,,,,,
80045,347556,,40937,,,,
96214,347693-1,G,40895,,,,
82577,3499475,A,,,,,
26581,35-0513,,7922,,,,
26581,35-0514,,7923,,,,
26581,35-0515,,7924,,,,
26581,35-0516,,7925,,,,
26581,35-0517,,7926,,,,
26581,35-0518,,7927,,,,
26581,35-0519,,7928,,,,
26581,35-0520,,7929,,,,
26581,35-0521,,7930,,,,
26581,35-0522,,7931,,,,
26581,35-0523,,7932,,,,
26581,35-0525,,7933,,,,
26581,35-0526,,7934,,,,
26581,35-0527,,7935,,,,
26581,35-0528,,7936,,,,
26581,35-0529,,7937,,,,
26581,35-0530,,7938,,,,
26581,35-0531,,7939,,,,
26581,35-0532,,7940,,,,
26581,35-0533,,7941,,,,
26581,35-0534,,7942,,,,
26581,35-0535,,7943,,,,
26581,35-0536,,7944,,,,
26581,35-0537,,7945,,,,
26581,35-0538,,7946,,,,
26581,35-0546,,7947,,,,
26581,35-0547,,7948,,,,
26581,35-0629,,7916,,,,
26581,35-0630,,7917,,,,
26581,35-0631,,7955,,,,
26581,35-0635,,7949,,,,
26581,35-0637,,7952,,,,
26581,35-0639,,7950,,,,
26581,35-0643,,7956,,,,
26581,35-0644,,7953,,,,
26581,35-0650,,7951,,,,
26581,35-0651,,7954,,,,
4845,35-207-3,,32608,,TRANSFORMER,,
49986,350371-1,K,41254,,TRANSFORMER,,
25778,351151,E,41185,,,,
82577,3516876,,32593,,/05-62F,,
49956,352520-2,,,,,,
20019,35410038,,40468,,,,
20019,35420003,,40552,,,,
,3550,,3550,,,,
92755,35540,,32429,,/05-48B,,
87557,36018,,2255,,,,
94756,36047-404,,40907,,,,
96214,360789-1,,40451,,,,
96214,360796-1,NC,41088,,TRANSFORMER,,
80045,361887,,40481,,,,
80045,361889,,40612,,,,
80045,362212,,40958,,,,
80045,362447,,40562,,,,
77327,36259,,40604,,,,
92755,36294,,40419,,,,
49956,364152,B,40395,,,,
94756,36561-404,NC,30382,,TRANSFORMER,,
37695,368428-1,,,,,,
37695,368478,,40350,,,,
37695,368485-809,,41222,,,,
37695,368680-1,,41030,,,,
37695,368680-2,,41031,,,,
82577,3686931,,30070,,,,
12831,368923-1,,9496,,,,
2731,369A4587,B,30346,,FILTER,,
3956,36T461,,40525,,,,
49956,370034,D,,,,,
49671,3713096,J,7742,,TRANSFORMER,,
59495,3713365-1,,30009,,,,
82577,984857-1C,COAST COIL PART,9659,,POWER TRANSFORMER,,
59495,3718507,,9608,,,,
59495,3718663,,9683,,,,
59495,3718666-1,,7503,,,,
59495,3718670-001,T,7504,,TRANSFORMER,,
59495,3718676-1,,7514-1,,,,
59495,3718826,,9884,,,,
49956,373304,,32649,,TRANSFORMER,,
49956,373372-1,C,41204,,,,
42498,37484-3,J,,,,,
49956,375MS189,,,,,,
8783,37662909-002,,3331-02,,,,
8783,37662909-003,,3331-03,,,,
65597,38158,,40399,,,,
752,390243,,40918,,,,
14304,391-3426,,41191,,,,
14304,391-3562,,,,,,
14304,391-8405,D,40082,,TRANSFORMER,,
9205,392-7128-1,A,41178,,TRANSFORMER,,
752,396430-2,,40530-2,,"TRANSFORMER, PULSE",,
22915,3A019-2,,30168-2,,,,
96214,400762-2,,40986,,,,
7187,4007758,,41252,,,,
96214,400783,,40683,,,,
4660,401125,,40642,,,,
23428,40217,,32454,,/05-73B,,
7187,4027279-1,J,41095,,REACTOR,,
7187,4027280,,40919,,,,
7187,4027284,,40994,,,,
23426,40275-1,A,40538,,,,
12678,402793-001,T,2139-1,,,,
12678,402793-002,T,2139-2,,FILTER,,
12678,402794-018,AG,2140-18,,FILTER,,
12678,402837,,2143,,,,
12678,402970,,2178,,,,
6845,4030645-0701,B,40546,,,,
